2017-12-20 17:11:18,030 INFO  [http-nio-8082-exec-1] [/]: Initializing Spring FrameworkServlet 'dispatcherServlet'
2017-12-20 17:11:18,033 INFO  [http-nio-8082-exec-1] DispatcherServlet: FrameworkServlet 'dispatcherServlet': initialization started
2017-12-20 17:11:18,062 INFO  [http-nio-8082-exec-1] DispatcherServlet: FrameworkServlet 'dispatcherServlet': initialization completed in 29 ms
2017-12-20 17:11:18,469 INFO  [http-nio-8082-exec-1] Version: HHH000412: Hibernate Core {5.2.12.Final}
2017-12-20 17:11:18,472 INFO  [http-nio-8082-exec-1] Environment: HHH000206: hibernate.properties not found
2017-12-20 17:11:19,263 INFO  [http-nio-8082-exec-1] MySessionFactory: Hibernate Configuration file loaded Successfully
2017-12-20 17:11:19,362 INFO  [http-nio-8082-exec-1] Version: HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
2017-12-20 17:11:19,506 WARN  [http-nio-8082-exec-1] ConnectionProviderInitiator: HHH000022: c3p0 properties were encountered, but the c3p0 provider class was not found on the classpath; these properties are going to be ignored.
2017-12-20 17:11:19,517 WARN  [http-nio-8082-exec-1] pooling: HHH10001002: Using Hibernate built-in connection pool (not for production use!)
2017-12-20 17:11:19,520 INFO  [http-nio-8082-exec-1] pooling: HHH10001005: using driver [com.mysql.jdbc.Driver] at URL [jdbc:mysql://localhost:3306/devicemgm]
2017-12-20 17:11:19,521 INFO  [http-nio-8082-exec-1] pooling: HHH10001001: Connection properties: {user=root, password=****}
2017-12-20 17:11:19,521 INFO  [http-nio-8082-exec-1] pooling: HHH10001003: Autocommit mode: false
2017-12-20 17:11:19,525 INFO  [http-nio-8082-exec-1] DriverManagerConnectionProviderImpl: HHH000115: Hibernate connection pool size: 20 (min=1)
2017-12-20 17:11:19,574 INFO  [http-nio-8082-exec-1] Dialect: HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
2017-12-20 17:11:19,632 INFO  [http-nio-8082-exec-1] LobCreatorBuilderImpl: HHH000423: Disabling contextual LOB creation as JDBC driver reported JDBC version [3] less than 4
2017-12-20 17:11:20,356 INFO  [http-nio-8082-exec-1] access: HHH10001501: Connection obtained from JdbcConnectionAccess [org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator$ConnectionProviderJdbcConnectionAccess@89ebbba] for (non-JTA) DDL execution was not in auto-commit mode; the Connection 'local transaction' will be committed and the Connection will be set into auto-commit mode.
2017-12-20 17:11:20,589 INFO  [http-nio-8082-exec-1] MySessionFactory: Session factory object created
2017-12-20 17:11:20,589 INFO  [http-nio-8082-exec-1] MySessionFactory: session factory call
2017-12-20 17:11:20,729 INFO  [http-nio-8082-exec-1] UserDAO: Deivce status not found ID0
2017-12-20 17:11:23,872 INFO  [http-nio-8082-exec-3] MySessionFactory: session factory call
2017-12-20 17:11:23,933 INFO  [http-nio-8082-exec-3] MySessionFactory: session factory call
2017-12-20 17:11:23,939 WARN  [http-nio-8082-exec-3] deprecation: HHH90000022: Hibernate's legacy org.hibernate.Criteria API is deprecated; use the JPA javax.persistence.criteria.CriteriaQuery instead
2017-12-20 17:11:24,246 INFO  [http-nio-8082-exec-4] MySessionFactory: session factory call
2017-12-20 17:11:24,274 INFO  [http-nio-8082-exec-4] UserDAO: Checking Validity
2017-12-20 17:11:24,274 INFO  [http-nio-8082-exec-4] MySessionFactory: session factory call
2017-12-20 17:11:24,278 INFO  [http-nio-8082-exec-4] UserDAO: change status excecuting
2017-12-20 17:11:24,290 INFO  [http-nio-8082-exec-4] UserDAO: Device Not Valid right now
2017-12-20 17:11:24,290 INFO  [http-nio-8082-exec-4] UserDAO: Deivce status found
2017-12-20 17:11:24,617 INFO  [http-nio-8082-exec-5] MySessionFactory: session factory call
2017-12-20 17:11:24,624 INFO  [http-nio-8082-exec-5] MySessionFactory: session factory call
2017-12-20 17:11:24,625 WARN  [http-nio-8082-exec-5] deprecation: HHH90000022: Hibernate's legacy org.hibernate.Criteria API is deprecated; use the JPA javax.persistence.criteria.CriteriaQuery instead
2017-12-20 17:11:24,713 INFO  [http-nio-8082-exec-6] MySessionFactory: session factory call
2017-12-20 17:11:24,722 INFO  [http-nio-8082-exec-6] UserDAO: Checking Validity
2017-12-20 17:11:24,726 INFO  [http-nio-8082-exec-6] MySessionFactory: session factory call
2017-12-20 17:11:24,729 INFO  [http-nio-8082-exec-6] UserDAO: change status excecuting
2017-12-20 17:11:24,731 INFO  [http-nio-8082-exec-6] UserDAO: Device Not Valid right now
2017-12-20 17:11:24,731 INFO  [http-nio-8082-exec-6] UserDAO: Deivce status found
